,mora,atraso,vivienda,edad,dias_lab,exp_sf,nivel_ahorro,ingreso,linea_sf,deuda_sf,score,zona,clasif_sbs,nivel_educ
918,0,1,1,59,4356,40.0,12,4000.0,6154.43,0.5,212,Lima,0,3
919,0,0,2,52,6456,64.0,12,13500.0,16707.81,0.5,217,Lima,0,3
920,0,0,1,29,5056,62.0,12,2500.0,26531.0,7709.41,200,Lima,1,3
921,0,0,2,40,9378,60.0,12,23125.0,13519.98,4800.73,202,Lima,1,3
922,0,0,2,30,6821,60.0,12,3500.0,3770.09,2610.58,219,Lambayeque,1,3
923,0,2,1,37,7704,3.0,12,1241.97,1917.0,8702.61,177,Tumbes,0,2
924,0,0,1,23,4205,23.0,12,2100.0,1200.0,1925.85,190,Lima,0,3
925,0,2,2,65,8527,97.0,12,3000.0,2349.0,9533.21,230,Junin,0,2
926,0,18,2,31,4417,40.0,12,30000.0,26100.0,13488.34,213,Junin,1,3
927,0,1,1,44,4598,3.0,12,1666.13,121543.40,14344.56,202,Lima,0,3
928,0,0,1,56,6396,79.0,12,6600.0,16308.33,97.64,216,Lima,1,3
929,0,0,1,38,5452,3.0,12,12785.0,39794.68,6451.61,204,Lima,0,3
930,0,1,2,44,9073,59.0,12,2700.0,326.22,0.5,214,Lima,0,2
931,0,0,1,25,4813,58.0,12,2100.0,8530.0,8084.51,208,Ica,1,3
932,0,10,2,27,4386,9.0,12,1790.29,7100.0,14924.63,201,Junin,1,3
933,0,0,2,46,4629,25.0,12,2874.88,11680.0,29.69,228,Arequipa,1,2
934,0,0,2,57,8616,3.0,12,2200.0,121543.40,429.06,238,Callao,0,3
935,0,0,1,41,6517,72.0,12,3500.0,744.9,11036.44,195,Arequipa,0,0
936,0,0,1,32,6640,82.0,12,5000.0,4346.0,210.89,207,Lima,0,3
937,0,1,0,27,4302,29.0,12,1779.22,1300.0,5000.0,181,Junin,0,2
938,0,0,2,62,4629,48.0,12,9279.66,13560.03,0.5,231,La Libertad,0,3
939,0,0,2,64,6121,94.0,12,2200.0,2584.41,0.5,261,Lima,1,0
940,0,0,1,45,6640,3.0,11,30000.0,840.0,0.5,198,Lima,0,3
941,0,0,1,25,4083,6.0,12,2976.68,121543.40,62.79,213,Arequipa,0,3
942,0,0,1,31,6425,52.0,12,3960.0,3141.34,1433.7,200,Lima,0,3
943,0,0,1,44,6274,3.0,12,7000.0,39090.0,57094.38,205,Lambayeque,0,3
944,0,0,2,33,8678,95.0,12,4800.0,17470.75,0.5,210,Lima,0,2
945,0,0,1,33,3443,92.0,12,8400.0,19190.0,42.35,200,Lima,1,3
946,0,0,2,34,5087,86.0,12,8136.0,12651.39,4855.77,240,Lima,1,3
947,0,0,1,31,3563,64.0,12,6400.0,16845.75,0.5,200,Lima,1,3
948,0,0,1,30,3779,50.0,12,2090.0,9320.0,57.18,207,La Libertad,0,3
949,0,0,2,38,4598,115.0,12,17500.0,91658.9,17697.23,216,Lima,1,3
950,0,0,1,44,8922,3.0,12,13400.0,121543.40,18510.47,211,Lima,0,2
951,0,0,1,44,6274,24.0,12,3050.0,121543.40,6451.61,205,Cuzco,0,3
952,0,0,2,35,4325,3.0,12,3052.0,1600.0,6840.91,221,Lima,0,3
953,0,0,1,49,6456,87.0,12,13500.0,2621.5,424.26,198,Lima,0,3
954,0,12,1,26,4417,3.0,12,1092.33,121543.40,2975.8,169,Arequipa,1,2
955,0,3,0,42,6821,97.0,12,9546.0,49100.0,0.5,187,Lambayeque,0,3
956,0,0,1,33,3960,12.0,12,5500.0,41500.0,5233.41,200,Lima,1,3
957,0,0,1,27,3899,20.0,12,1200.0,7490.71,0.5,172,Lima,0,3
958,0,2,2,42,6503,48.0,12,983.58,9451.0,781.19,201,Lima,0,2
959,0,0,1,37,4629,3.0,12,1200.0,3060.74,3302.37,197,Lima,0,3
960,0,0,2,48,4598,92.0,12,8000.0,52961.7,5385.99,224,La Libertad,0,3
961,0,0,1,30,4629,17.0,12,3000.0,17347.7,1763.2,200,Lima,0,3
962,0,16,2,35,6670,64.0,12,20000.0,3912.89,2433.83,221,Lima,0,3
963,0,32,2,39,5117,34.0,12,3250.0,10054.3,1688.65,229,La Libertad,2,3
964,0,2,2,50,5725,51.0,12,7033.0,6587.24,3206.6,224,Lima,1,3
965,0,0,1,48,6456,103.0,11,1000.0,12950.0,40.0,199,Lima,0,2
966,0,0,2,38,8343,26.0,12,1313.5,6647.09,7989.47,204,Lambayeque,1,3
967,0,0,0,43,6821,119.0,12,16000.0,35215.45,5345.14,185,Lima,1,3
968,0,0,2,33,3779,17.0,12,6000.0,3250.0,22579.43,213,Arequipa,0,2
969,0,0,2,35,5056,48.0,12,8200.0,35214.0,6980.36,196,Lima,0,3
970,0,1,2,34,4682,14.0,11,496.94,4260.61,0.5,197,Lambayeque,0,3
971,0,0,2,31,7673,3.0,12,1900.0,121543.40,3576.85,202,Ica,0,2
972,0,0,2,33,6031,17.0,12,2400.0,6000.0,2667.85,238,Lima,0,3
973,0,0,2,28,4748,72.0,12,8500.0,30868.7,4373.23,219,Cajamarca,1,3
974,0,0,1,31,5329,53.0,3,4358.0,9.2,2126.11,219,Tacna,1,3
975,0,23,1,32,7826,60.0,12,2900.0,17584.66,161.62,192,Lima,1,3
976,0,17,2,48,13579,37.0,12,3039.0,4292.4,5677.42,224,Ancash,1,3
977,0,0,1,38,7551,104.0,12,4800.0,41740.0,57094.38,201,Piura,0,3
978,0,0,2,32,5605,13.0,12,1500.0,121543.40,2755.36,196,Lima,1,2
979,0,0,1,58,5209,120.0,12,7500.0,118258.4,1430.25,212,Lima,0,3
980,0,0,2,31,6456,50.0,12,9500.0,649.76,0.5,224,Lima,0,3
981,0,0,1,49,7066,61.0,0,5271.0,90291.7,2773.28,185,Lima,1,3
982,0,0,1,56,16501,114.0,0,3673.0,46581.77,8094.92,213,Lima,1,3
983,0,0,1,26,4028,14.0,12,3459.11,4750.0,1938.0,194,Lima,0,3
984,0,0,1,40,7886,72.0,12,4500.0,20120.0,2815.39,197,Lima,2,2
985,0,1,1,46,4570,22.0,12,11670.0,4188.38,0.5,198,Lima,0,3
986,0,0,1,45,4174,22.0,12,2000.0,3790.0,538.33,193,Lima,0,3
987,0,8,1,32,6304,94.0,12,4355.0,6700.0,1670.32,192,Lima,1,2
988,0,0,1,53,12012,3.0,12,1230.69,2698.2,2818.34,178,La Libertad,0,2
989,0,0,2,38,5228,25.0,12,1329.74,500.0,2260.01,196,Lambayeque,0,2
990,0,0,2,35,7886,51.0,12,3033.0,1710.68,3007.11,221,Callao,0,3
991,0,0,2,52,15862,63.0,12,3100.0,744.01,309.75,228,Arequipa,1,2
992,0,0,2,35,5786,3.0,12,5250.0,3129.53,0.5,225,Lima,0,3
993,0,10,2,57,13579,72.0,12,5700.0,3500.0,52141.55,230,Lambayeque,1,2
994,0,1,2,31,5909,48.0,12,1800.0,4950.0,14596.29,226,Lima,1,3
995,0,0,2,38,4862,3.0,12,1334.86,14405.16,7962.54,199,Lima,2,3
996,0,0,1,33,3748,9.0,12,1710.82,500.0,13109.89,188,Lima,0,3
997,0,0,1,34,5391,98.0,12,7500.0,38830.4,22620.42,202,Lima,0,3
998,0,0,1,33,7612,88.0,12,3350.0,8641.0,815.45,219,Lima,0,3
999,0,0,1,44,6151,34.0,12,4500.0,4602.72,1032.3,194,Lima,1,3
1000,0,0,2,52,4144,120.0,12,11749.0,46060.0,10126.05,224,Lima,2,3
1001,0,0,1,35,6974,29.0,12,4700.0,39163.95,0.5,202,Lima,1,3
1002,0,0,2,57,13579,87.0,12,5900.0,4631.69,7566.9,238,Arequipa,1,3
1003,0,0,1,29,3899,16.0,12,2500.0,4590.0,0.5,200,Lima,0,3
1004,0,0,1,30,4356,50.0,12,3550.0,4183.11,5950.78,200,Lima,1,3
1005,0,0,1,44,7308,63.0,12,2300.0,25900.0,468.48,195,Lima,0,2
1006,0,2,1,52,10230,116.0,12,2500.0,38980.0,7375.4,197,Lima,1,2
1007,0,23,1,30,3718,40.0,12,2782.94,8728.0,2339.89,219,Junin,0,3
1008,0,0,0,40,6090,35.0,12,9900.0,25364.77,8382.74,211,Lima,1,3
1009,0,0,2,51,3534,116.0,12,5600.0,25728.64,4389.65,219,Lima,0,3
1010,0,2,2,53,6243,60.0,12,2055.73,121543.40,108.41,199,Lima,0,2
1011,0,0,1,33,3503,48.0,12,3846.0,57203.4,12770.49,200,Lima,0,3
1012,0,0,1,33,4356,52.0,12,4500.0,35143.6,3528.97,200,Callao,2,3
1013,0,0,2,61,7127,87.0,12,16000.0,91714.65,28075.53,252,Lima,0,3
1014,0,0,1,36,6548,36.0,12,8000.0,121543.40,250.87,215,Callao,0,3
1015,0,0,1,51,14856,96.0,12,8400.0,26798.63,15426.9,216,Lima,1,2
1016,0,0,0,37,6821,3.0,12,1815.42,1643.0,421.33,203,Lima,1,3
1017,0,0,1,40,6762,87.0,12,8000.0,11498.49,3393.92,198,Ancash,0,3
1018,0,0,0,37,3981,87.0,12,5000.0,14235.0,3171.55,203,Cajamarca,0,3
1019,0,18,1,36,4964,3.0,12,2449.0,121543.40,953.24,202,Ica,1,3
1020,0,0,1,30,3809,10.0,12,2141.04,6691.0,14201.82,200,Arequipa,0,3
1021,0,0,1,39,3868,97.0,12,7945.3,32427.0,7218.02,221,Cajamarca,1,3
1022,0,0,1,37,3743,3.0,12,2339.46,121543.40,8994.21,194,Arequipa,2,2
1023,0,0,1,40,7155,27.0,12,4384.15,29267.86,57094.38,197,Cajamarca,1,2
1024,0,0,1,52,10657,83.0,12,6000.0,1400.54,20.58,185,Lima,0,3
1025,0,0,2,39,8527,86.0,12,6857.48,4074.9,0.5,217,Lima,0,3
1026,0,0,1,34,4721,3.0,12,1631.14,5180.0,0.5,182,Arequipa,0,2
1027,0,0,1,27,3718,23.0,12,4000.0,13796.8,0.5,193,Lima,0,3
1028,0,0,1,55,5939,12.0,12,2500.0,3268.47,8037.53,211,Piura,1,2
1029,0,0,1,29,5301,31.0,12,4100.0,599.1,0.5,214,Lima,1,3
1030,0,0,1,34,3718,54.0,12,6255.0,33165.0,0.5,177,Lima,1,3
1031,0,2,1,42,8466,36.0,12,2244.27,121543.40,3138.47,185,Lima,0,2
1032,0,0,2,63,10077,88.0,0,6000.0,5173.61,2146.79,218,Arequipa,0,3
1033,0,0,2,52,6425,90.0,12,7000.0,121543.40,161.46,223,Lima,0,3
1034,0,0,1,32,6456,3.0,12,2100.0,1665.0,0.5,185,Arequipa,2,2
1035,0,0,2,48,8192,3.0,12,8794.0,121543.40,0.5,198,Lima,0,3
1036,0,0,1,40,3626,92.0,12,3114.79,19118.82,1399.28,224,Lima,0,3
1037,0,0,2,31,3656,3.0,12,5250.0,1750.0,0.5,212,Callao,0,3
1038,0,0,1,46,5746,16.0,12,3089.29,121543.40,0.5,190,Ica,0,2
1039,0,0,1,42,4571,36.0,12,1337.01,121543.40,3771.38,182,Arequipa,0,2
1040,0,0,2,30,4233,3.0,12,1551.08,2628.0,1184.5,219,Junin,0,3
1041,0,0,1,49,5301,37.0,12,4300.0,121543.40,0.5,190,Lambayeque,0,2
1042,0,1,1,62,6456,12.0,12,10000.0,23713.46,2240.51,218,Lima,0,3
1043,0,0,2,54,13761,3.0,9,11913.0,60221.75,0.5,224,Lima,0,3
1044,0,0,1,35,3809,11.0,12,2855.0,41873.41,3554.65,197,Arequipa,1,3
1045,0,0,2,58,4509,94.0,12,11364.0,11258.18,329.11,238,Arequipa,0,3
1046,0,0,2,33,5574,61.0,12,4198.47,18645.3,4698.82,238,Lima,1,3
1047,0,0,0,34,5301,59.0,12,3200.0,35676.0,1953.66,181,Lima,0,2
1048,0,2,2,32,7643,111.0,12,8000.0,32180.0,50939.12,228,Lima,0,3
1049,0,0,1,48,8678,90.0,12,6015.0,25137.14,0.5,217,Lima,0,3
1050,0,0,1,28,4995,28.0,12,1200.0,2400.0,0.5,176,Lima,1,3
1051,0,0,1,39,7704,45.0,12,1826.78,1800.0,1075.12,185,Lima,0,2
1052,0,0,1,35,5391,95.0,12,5695.0,32493.01,0.5,202,Callao,1,3
1053,0,0,1,33,4995,15.0,12,6800.0,719.17,25653.28,200,Cajamarca,0,3
1054,0,0,1,36,6182,76.0,12,1800.0,25259.8,1726.4,197,Lima,0,3
1055,0,0,1,41,5209,88.0,12,8500.0,2499.46,421.59,205,Lima,0,3
1056,0,0,2,56,4478,5.0,12,5800.0,23330.0,28361.66,230,Arequipa,0,2
1057,0,0,2,40,9896,49.0,12,2700.0,6339.54,501.27,215,Arequipa,0,2
1058,0,0,1,32,3899,26.0,12,1609.8,14404.0,1741.94,180,Lima,0,3
1059,0,1,1,35,4598,75.0,12,3091.0,18480.75,3059.23,202,Lima,1,3
1060,0,0,2,61,9653,3.0,12,19458.0,13811.51,0.5,227,Lima,2,3
1061,0,0,2,29,5169,16.0,12,914.3,2500.0,273.57,199,Lima,0,3
1062,0,0,2,53,8588,102.0,12,2800.0,46594.12,21567.48,243,Lima,1,3
1063,0,0,2,29,4904,12.0,12,3882.83,7800.0,15111.2,238,Cuzco,0,3
1064,0,0,1,28,3626,23.0,12,5500.0,17771.0,3711.62,200,Lima,1,3
1065,0,0,1,25,5694,55.0,12,6600.0,9194.01,1574.11,189,Lima,0,3
1066,0,0,2,48,6578,3.0,12,2300.0,100.16,1590.02,202,Cuzco,0,3
1067,0,2,2,34,5786,78.0,12,12429.0,44185.6,0.5,233,Lima,1,3
1068,0,0,1,32,4113,81.0,12,2800.0,40667.6,48.65,190,Lima,0,2
1069,0,26,1,39,5117,101.0,12,1900.0,10036.75,1073.02,183,Lima,3,3
1070,0,0,1,33,7370,79.0,12,5668.0,866.57,0.5,219,Lima,0,3
1071,0,0,2,37,3899,25.0,12,11200.0,11040.0,1793.43,201,La Libertad,0,3
1072,0,0,1,28,4256,13.0,12,1791.1,7106.0,14046.87,196,Lima,0,3
1073,0,5,0,41,5817,29.0,12,6000.0,5412.13,16.7,221,Lima,1,3
1074,0,0,1,61,9287,3.0,12,3689.21,4300.0,661.41,212,La Libertad,0,3
1075,0,2,2,43,3991,59.0,12,4000.0,48340.0,43888.37,224,Arequipa,0,3
1076,0,0,1,29,4295,12.0,12,2106.0,8829.2,0.5,200,Lima,0,3
1077,0,0,1,32,5452,7.0,12,5342.36,7440.0,139.31,192,Cajamarca,0,2
1078,0,0,1,27,3595,23.0,12,3500.0,31802.0,1015.54,194,Lima,0,3
1079,0,0,1,34,6454,89.0,12,1718.19,9063.0,3578.38,182,Lima,0,2
1080,0,0,2,65,9104,118.0,0,20000.0,121543.4,6599.3,213,Lima,0,2
1081,0,8,2,34,6670,55.0,12,2300.0,2662.29,2379.12,216,Callao,0,3
1082,0,0,2,31,6000,30.0,12,6031.0,3898.29,2544.74,242,Lima,0,2
1083,0,0,1,37,4083,69.0,12,2200.0,23194.15,5591.15,216,Lima,0,3
1084,0,0,2,30,3352,64.0,12,7500.0,30223.0,5622.63,214,Lima,0,3
1085,0,5,2,37,4994,48.0,12,8119.98,15250.0,10518.91,221,Lambayeque,1,3
1086,0,0,1,58,5179,109.0,0,2951.57,6600.0,0.5,213,Lima,1,3
1087,0,0,1,66,8343,8.0,12,15000.0,47314.18,0.5,213,Lima,0,3
1088,0,0,1,50,5635,3.0,12,5000.0,121543.40,0.5,202,Arequipa,0,3
1089,0,0,2,43,4874,17.0,12,7500.0,17200.0,0.5,238,Lima,0,3
1090,0,245,1,26,4417,57.0,12,2100.0,121543.40,2431.56,206,Lima,4,3
1091,0,0,1,28,3534,3.0,12,2900.0,12805.0,1297.4,213,Lima,0,3
1092,0,0,2,51,15101,87.0,0,5213.0,4329.64,1573.14,224,Lima,0,3
1093,0,0,1,27,3793,2.0,12,1021.53,1311.0,3743.84,202,Cuzco,0,3
1094,0,0,2,33,6456,8.0,12,5800.0,10000.0,18826.9,213,Arequipa,0,2
1095,0,0,1,25,3868,18.0,12,1295.31,2875.0,813.78,193,Lima,0,3
1096,0,0,1,30,4270,2.0,12,2635.07,12668.01,10218.55,200,Arequipa,0,3
1097,0,20,2,28,6456,30.0,12,4500.0,16221.0,599.83,212,Ancash,0,3
1098,0,1,2,48,11032,3.0,12,4206.58,2075.68,33030.44,216,Junin,1,2
1099,0,0,2,36,4676,24.0,12,5137.37,26600.0,26909.47,221,Ica,0,3
1100,0,0,2,61,15771,99.0,12,12310.49,96627.4,33712.02,231,Lima,4,3
1101,0,0,1,35,8708,47.0,12,3500.0,10303.18,0.5,195,Lima,0,3
1102,0,25,1,43,7886,96.0,8,11678.33,1253.45,50766.64,211,Lima,1,2
1103,0,0,1,38,5847,3.0,12,1200.0,121543.40,0.5,185,Lima,0,3
1104,0,0,2,58,9012,79.0,12,6078.67,121543.40,0.5,220,Lima,0,3
1105,0,0,1,25,4554,3.0,12,1783.21,3390.0,5225.81,174,Arequipa,0,2
1106,0,0,1,37,8282,79.0,12,6700.0,62.44,128.97,207,Lima,1,3
1107,0,0,1,32,7005,86.0,12,14095.45,33820.69,14891.35,200,Cajamarca,0,3
1108,0,0,1,37,5301,97.0,12,4500.0,37709.84,3572.3,214,Lima,1,3
1109,0,0,2,47,4629,3.0,12,3000.0,30950.28,7861.98,217,Lima,0,3
1110,0,0,2,37,6974,22.0,12,6750.0,838.39,429.62,221,Moquegua,1,3
1111,0,2,1,32,6913,83.0,12,4500.0,42063.0,25400.0,200,Lima,0,3
1112,0,0,1,29,4751,21.0,12,10500.0,121543.40,0.5,200,Cajamarca,0,3
1113,0,0,2,60,4995,89.0,12,7000.0,6087.99,1633.89,250,Lima,0,3
1114,0,0,1,34,5970,3.0,12,3100.0,21195.8,2220.65,207,Lima,0,3
1115,0,0,1,36,4964,3.0,12,2100.0,27737.17,4895.75,214,Lima,0,3
1116,0,0,1,33,3718,3.0,12,13216.17,47840.0,57094.38,202,Cajamarca,0,3
1117,0,0,1,28,4083,22.0,12,2100.0,41778.2,2656.24,214,Lima,0,3
1118,0,0,2,38,4254,18.0,12,5712.49,10800.0,0.5,240,Cajamarca,0,3
1119,0,0,1,33,4690,112.0,12,7000.0,74387.96,7632.01,214,Lima,0,3
1120,0,0,2,36,6335,64.0,12,17500.0,33931.08,0.5,214,Ancash,0,3
1121,0,0,2,34,4264,34.0,4,4500.0,19065.8,8515.45,215,Arequipa,1,3
1122,0,0,2,45,3656,21.0,12,4760.0,14120.0,37375.37,224,Arequipa,1,3
1123,0,0,1,38,9865,42.0,12,2100.0,2643.23,0.5,177,Lima,0,3
1124,0,2,1,38,8120,60.0,12,1928.14,3590.0,181.55,213,Lima,0,2
1125,0,0,2,39,7551,3.0,12,4382.0,134.29,966.51,214,Arequipa,0,3
1126,0,3,1,44,9439,88.0,12,5500.0,1826.81,906.53,219,Lima,0,3
1127,0,0,2,36,8647,29.0,12,11949.17,12355.04,1167.24,228,Lima,0,3
1128,0,0,1,30,3710,3.0,12,10834.91,3103.0,811.01,200,Cajamarca,0,3
1129,0,2,1,27,4113,7.0,12,3606.0,1000.0,317.96,189,Arequipa,0,3
1130,0,0,1,30,3687,3.0,11,5160.0,9165.16,0.5,200,Lima,0,3
1131,0,0,1,41,6943,24.0,12,10000.0,6097.35,997.55,200,Lima,1,3
1132,0,0,0,30,3809,23.0,12,7500.0,11080.0,9329.64,187,Lima,0,3
1133,0,0,1,32,4570,32.0,12,2200.0,8700.0,4034.91,212,Arequipa,0,3
1134,0,0,1,30,6304,29.0,12,2599.37,5488.87,4958.45,207,Ancash,1,3
1135,0,0,1,49,12999,18.0,12,1969.75,3000.0,1866.24,197,Lima,0,2
1136,0,3,2,35,6090,70.0,12,2500.0,6245.0,2208.53,221,Moquegua,1,3
1137,0,0,1,31,4174,70.0,12,3410.0,10718.5,21214.72,200,Lima,0,3
1138,0,0,2,36,4233,3.0,12,5000.0,9094.55,0.5,221,Lima,2,3
1139,0,0,1,39,8953,92.0,12,6500.0,9045.68,5428.86,221,Lima,0,3
1140,0,0,1,40,5756,37.0,12,2100.0,13012.92,6391.33,200,Lima,0,3
1141,0,0,1,29,6090,42.0,12,2100.0,5894.0,983.11,212,Lima,0,3
1142,0,0,1,34,6090,3.0,12,4500.0,16350.0,43916.7,195,Lima,0,3
1143,0,0,1,47,6821,37.0,12,2500.0,10966.9,71.92,219,Lima,0,3
1144,0,32,1,45,11903,64.0,12,3802.35,2000.0,7100.99,195,Pasco,2,0
1145,0,0,1,43,4356,98.0,12,5300.0,17285.83,26519.13,200,Arequipa,1,3
1146,0,0,2,30,3656,18.0,12,1500.0,3350.0,321.23,204,Lima,0,3
1147,0,0,2,37,7886,9.0,12,1870.0,121543.40,5593.75,209,Arequipa,0,3
1148,0,0,1,34,7612,101.0,12,9031.8,41107.8,6363.64,221,Lima,0,3
1149,0,0,1,31,4950,30.0,12,7679.0,28045.3,1708.42,219,Lima,0,3
1150,0,0,1,49,6609,68.0,12,10476.6,121543.40,0.5,213,Lima,0,3
1151,0,0,0,37,4509,38.0,12,1200.0,278.75,2160.67,189,Lima,0,3
1152,0,0,1,57,5725,52.0,12,5000.0,22800.0,16117.0,219,Lima,0,3
1153,0,28,1,38,5313,24.0,12,2164.77,1900.0,697.98,185,Cuzco,0,3
1154,0,0,1,56,6701,87.0,12,5500.0,12515.02,3785.82,199,Lima,1,3
1155,0,0,1,28,5148,3.0,12,2000.0,5860.0,15937.77,202,Lima,1,3
1156,0,0,2,31,4264,29.0,12,19500.0,48245.0,57094.38,194,Lima,0,3
1157,0,0,2,35,7035,3.0,12,5000.0,21332.43,0.5,221,Lima,0,3
1158,0,0,1,32,3748,3.0,9,3314.41,16991.2,0.5,200,Lima,0,3
1159,0,0,2,43,4995,108.0,12,5462.0,67698.6,6476.16,224,Lima,0,3
1160,0,0,2,46,5391,86.0,12,15504.0,36233.4,12896.8,238,Lima,0,3
1161,0,0,2,46,6670,103.0,12,30000.0,46751.59,0.5,222,Lambayeque,0,3
1162,0,0,2,36,4356,85.0,12,3219.0,14300.0,762.52,233,Piura,0,3
1163,0,0,2,42,6304,112.0,12,30000.0,121543.4,9252.92,216,Lima,0,3
1164,0,0,2,42,8070,80.0,12,4000.0,3092.23,1000.81,218,Arequipa,0,3
1165,0,2,2,45,6790,47.0,12,4500.0,121543.40,0.5,243,Arequipa,0,3
1166,0,0,1,32,6456,65.0,12,3760.0,6721.43,2605.62,193,Lima,0,3
1167,0,0,1,44,7186,96.0,12,6000.0,7541.92,5594.37,214,Lima,0,3
1168,0,0,1,34,3718,39.0,12,5000.0,8460.0,671.17,202,Lima,0,3
1169,0,0,1,29,5544,52.0,12,12050.0,32720.0,8668.23,212,Lima,0,3
1170,0,0,1,35,6731,69.0,12,3500.0,7005.0,269.46,202,La Libertad,0,3
1171,0,8,2,45,10108,100.0,12,2500.0,121543.40,4579.22,219,Callao,4,3
1172,0,19,2,41,5056,83.0,12,14248.0,1422.56,0.5,235,Lima,1,3
1173,0,0,1,40,3960,51.0,12,4000.0,101296.14,7.55,180,Lima,0,3
1174,0,2,1,57,17382,12.0,12,2440.0,500.0,446.37,211,Lima,0,2
1175,0,0,2,54,10839,83.0,12,25000.0,116575.36,20511.44,238,Lima,0,3
1176,0,0,2,58,6090,12.0,12,1130.0,121543.40,1973.42,213,Arequipa,0,2
1177,0,0,0,69,6456,20.0,12,6600.0,3723.08,3080.69,199,Lambayeque,0,3
1178,0,0,2,49,6304,70.0,12,2300.0,7854.24,0.5,236,Lima,0,3
1179,0,0,1,33,3991,45.0,12,13620.53,33619.6,6428.75,219,Lima,2,3
1180,0,32,1,37,3996,78.0,12,2256.12,121543.40,0.5,194,Pasco,2,2
1181,0,0,2,47,11600,50.0,12,9192.0,78826.32,57094.38,231,Lima,0,3
1182,0,0,1,37,6517,79.0,12,3060.17,19835.1,200.66,197,Lima,0,3
1183,0,0,2,43,5482,3.0,12,1800.0,6850.0,3929.64,205,Lima,0,3
1184,0,0,1,32,5513,55.0,12,4000.0,34343.02,19850.16,183,Lima,1,2
1185,0,0,1,53,8374,57.0,12,8750.0,141.94,637.72,193,Lima,0,3
1186,0,0,1,32,5452,10.0,12,10500.0,7092.93,2727.64,180,Lima,0,3
1187,0,0,1,32,4021,3.0,12,1459.77,700.0,1514.07,197,Tacna,0,3
1188,0,0,1,36,5605,84.0,12,6700.0,13562.13,636.15,202,Lima,0,3
1189,0,0,2,30,4598,31.0,12,4700.0,9380.0,830.04,219,La Libertad,0,3
1190,0,0,2,37,4629,64.0,12,9291.0,8686.74,443.03,218,Lima,0,3
1191,0,0,1,35,7917,100.0,12,10000.0,121543.40,114.76,197,Lima,0,3
1192,0,0,2,54,14856,3.0,12,900.0,22056.45,1204.49,199,Ica,0,2
1193,0,22,1,38,9835,73.0,12,2900.0,3005.62,6034.48,202,Lima,4,3
1194,0,1,1,32,6731,60.0,12,15820.0,121543.40,0.5,200,Lima,0,3
1195,0,0,2,41,5452,80.0,12,6100.0,6151.1,86.75,220,Lima,2,3
1196,0,0,2,54,16683,84.0,12,7634.16,48036.07,0.5,204,Lima,0,3
1197,0,0,1,47,6212,36.0,12,2800.0,53360.55,265.65,210,Lima,2,3
1198,0,0,1,54,6456,3.0,12,13500.0,59788.97,0.5,198,Lima,0,3
1199,0,0,2,67,19207,8.0,0,5600.0,89189.83,1044.78,232,Lima,0,3
1200,0,0,2,42,4295,98.0,12,14400.0,67019.95,14170.94,224,Lima,0,3
1201,0,0,1,45,5939,81.0,12,7164.41,2087.14,187.34,187,Junin,2,3
1202,0,0,1,36,4553,43.0,12,4809.19,10445.0,10596.08,206,Lima,0,3
1203,0,0,1,49,3382,30.0,12,6439.69,13533.01,8550.14,219,Lima,1,3
1204,0,0,1,43,7186,3.0,12,1021.93,12447.0,2654.24,218,Lima,0,2
1205,0,0,2,37,7917,22.0,12,2600.0,11930.0,48854.87,214,Arequipa,0,3
1206,0,0,2,39,6974,29.0,12,5356.0,121543.40,0.5,226,Lima,0,3
1207,0,0,2,36,6182,47.0,12,3370.0,121543.40,3009.97,221,Lima,0,3
1208,0,0,2,43,6243,3.0,12,4800.0,70634.16,10422.4,224,Callao,0,3
1209,0,8,1,54,11934,107.0,12,2100.0,9887.07,12058.06,205,Lima,0,3
1210,0,0,2,41,7096,100.0,12,15000.0,10500.0,472.26,204,Ica,0,3
1211,0,0,2,32,6000,42.0,12,6031.0,16745.39,468.57,230,Lima,1,2
1212,0,0,1,49,6725,54.0,12,3637.79,10040.0,4923.96,200,Lambayeque,0,3
1213,0,0,2,49,7886,110.0,12,18000.0,121543.4,12547.51,219,Lima,1,3
1214,0,0,2,46,9500,15.0,12,16000.0,121543.4,28707.3,217,Lima,1,3
1215,0,0,2,58,15952,3.0,12,5060.0,30020.0,18288.4,230,Lima,0,2
1216,0,0,1,34,5666,61.0,12,2200.0,16100.0,3035.83,221,Lima,0,3
1217,0,0,2,56,3899,18.0,12,9000.0,121543.40,5027.26,231,Lima,0,3
1218,0,0,1,38,4872,3.0,12,1082.22,15530.0,119.31,198,Tacna,0,2
1219,0,0,1,28,4263,3.0,12,3811.97,32994.61,0.5,200,Lima,1,3
1220,0,0,1,31,7005,60.0,12,2500.0,7400.0,1330.46,228,Junin,1,3
1221,0,0,2,58,13730,59.0,12,8257.0,8866.16,2820.95,230,Lima,0,3
1222,0,0,1,36,4021,69.0,12,4311.0,29641.24,0.5,202,Lima,1,3
1223,0,0,2,52,8739,119.0,12,21800.0,107018.63,11630.2,224,Lima,2,3
1224,0,0,2,54,6198,86.0,12,2615.25,15500.0,2358.51,216,Lima,0,2
1225,0,0,1,51,4935,50.0,12,5000.0,35560.0,0.5,205,Lima,0,3
1226,0,0,2,51,4598,40.0,12,7455.4,22200.0,3498.56,231,Lima,0,3
1227,0,1,2,41,7673,112.0,12,8581.0,121543.4,57094.38,217,Lima,1,3
